ID;Depth from;Depth to;Recovery;Test Type;Sampling Description;SPT-N;PP;TV;VST, Peak;VST, Residual
BHD1975;7.2;;;SPT;7.20m: (21, 50/75) N>50;>50;;;;
BHD1976;1.2;;;SPT;1.20m: (8, 13, 14) N=27;27;;;;
BHD1976;2.7;;;SPT;2.70m: (7, 16, 25) N=41;41;;;;
BHD1976;4.2;;;SPT;4.20m: (15, 16, 10) N=26;26;;;;
BHD1976;5.7;;;SPT;5.70m: (11, 42, 8/45) N>50;>50;;;;
BHD1976;7.2;;;SPT;7.20m: (25, 35, 15/70) N>50;>50;;;;
BHD1977;1.2;;;SPT;1.20m: (3, 2, 3) N=5;5;;;;
BHD1977;2.7;;;SPT;2.70m: (2, 3, 2) N=5;5;;;;
BHD1977;4.2;;;SPT;4.20m: (9, 8, 9) N=17;17;;;;
BHD1978;1.2;;;SPT;1.20m: (5, 8, 11) N=19;19;;;;
BHD1978;2.2;;;SPT;2.20m: (7, 10, 13) N=23;23;;;;
BHD1978;3.2;;;SPT;3.20m: (8, 9, 5) N=14;14;;;;
BHD1978;4.2;;;SPT;4.20m: (9, 11, 15) N=26;26;;;;
BHD1978;5.2;;;SPT;5.20m: (9, 14, 15) N=29;29;;;;
BHD1978;6.7;;;SPT;6.70m: (8, 12, 9) N=21;21;;;;
BHD1978;8.3;;;SPT;8.30m: (50/0) N>50;>50;;;;
BHD1978;8.45;;;SPT;8.45m: (50/0) N>50;>50;;;;
BHD2050;1.2;;;SPT;1.20m: (11, 30, 20/85) N>50;>50;;;;
BHD2050;2.7;;;SPT;2.70m: (14, 15, 14) N=29;29;;;;
BHD2050;4.2;;;SPT;4.20m: (14, 15, 21) N=36;36;;;;
BHD2050;5.7;;;SPT;5.70m: (25, 50/15) N>50;>50;;;;
BHD2050;7.2;;;SPT;7.20m: (22, 50/10) N>50;>50;;;;
BHD2051;1.2;;;SPT;1.20m: (6, 6, 20) N=26;26;;;;
BHD2051;2.7;;;SPT;2.70m: (24, 20, 18) N=38;38;;;;
BHD2051;4.2;;;SPT;4.20m: (9, 8, 9) N=17;17;;;;
BHD2051;5.7;;;SPT;5.70m: (14, 50/15) N>50;>50;;;;
BHD2052;1.2;;;SPT;1.20m: (23, 36, 14/35) N>50;>50;;;;
BHD2052;2.7;;;SPT;2.70m: (7, 9, 5) N=14;14;;;;
BHD2052;4.2;;;SPT;4.20m: (12, 8, 42/35) N>50;>50;;;;
BHD2052;5.7;;;SPT;5.70m: (5, 6, 9) N=15;15;;;;
BHD2052;7.2;;;SPT;7.20m: (6, 9, 41/134) N>50;>50;;;;
BHD2052;8.9;;;SPT;8.90m: (8, 16, 23) N=39;39;;;;
BHD2053;1.2;;;SPT;1.20m: (20, 33, 17/85) N>50;>50;;;;
BHD2053;2.7;;;SPT;2.70m: (8, 8, 6) N=14;14;;;;
BHD2053;4.2;;;SPT;4.20m: (9, 7, 4) N=11;11;;;;
BHD2053;5.7;;;SPT;5.70m: (4, 3, 4) N=7;7;;;;
BHD2053;7.2;;;SPT;7.20m: (10, 11, 9) N=20;20;;;;
BHD2053;8.7;;;SPT;8.70m: (24, 50/50) N>50;>50;;;;
BHD2054;1.2;;;SPT;1.20m: (6, 8, 9) N=17;17;;;;
BHD2054;2.7;;;SPT;2.70m: (9, 9, 13) N=22;22;;;;
BHD2054;4.2;;;SPT;4.20m: (13, 25, 25/115) N>50;>50;;;;
BHD2054;5.7;;;SPT;5.70m: (7, 11, 11) N=22;22;;;;
BHD2054;7.2;;;SPT;7.20m: (8, 5, 2) N=7;7;;;;
BHD2054;8.7;;;SPT;8.70m: (19, 15, 10) N=25;25;;;;
BHD2054;10.2;;;SPT;10.20m: (15, 25, 25/105) N>50;>50;;;;
BHD2054;11.7;;;SPT;11.70m: (21, 50/80) N>50;>50;;;;
BHD2055;1.2;;;SPT;1.20m: (3, 3, 4) N=7;7;;;;
BHD2055;2.7;;;SPT;2.70m: (14, 9, 9) N=18;18;;;;
BHD2055;4.2;;;SPT;4.20m: (5, 9, 11) N=20;20;;;;
BHD2055;5.7;;;SPT;5.70m: (6, 12, 11) N=23;23;;;;
BHD2055;7.2;;;SPT;7.20m: (15, 29, 21/90) N>50;>50;;;;
BHD2056;1.2;;;SPT;1.20m: (6, 9, 8) N=17;17;;;;
BHD2056;2.7;;;SPT;2.70m: (4, 5, 5) N=10;10;;;;
BHD2056;4.2;;;SPT;4.20m: (8, 6, 8) N=14;14;;;;
BHD2056;5.7;;;SPT;5.70m: (25, 50/25) N>50;>50;;;;
BHD2057;1.2;;;SPT;1.20m: (8, 13, 15) N=28;28;;;;
BHD2057;2.2;;;SPT;2.20m: (9, 16, 24) N=40;40;;;;
BHD2057;3.2;;;SPT;3.20m: (15, 11, 8) N=19;19;;;;
BHD2057;3.8;;;SPT;3.80m: (5, 7, 9) N=16;16;;;;
BHD2057;4.9;;;SPT;4.90m: (7, 9, 13) N=22;22;;;;
BHD2057;6.7;;;SPT;6.70m: (6, 10, 14) N=24;24;;;;
BHD2057;8.15;;;SPT;8.15m: (7, 9, 12) N=21;21;;;;
BHD2057;9.55;;;SPT;9.55m: (8, 50/125) N>50;>50;;;;
BHD2057;9.95;;;SPT;9.95m: (25, 50/25) N>50;>50;;;;
BHD2058;1.2;;;SPT;1.20m: (6, 9, 8) N=17;17;;;;
BHD2058;2.2;;;SPT;2.20m: (7, 10, 13) N=23;23;;;;
BHD2058;3.1;;;SPT;3.10m: (7, 12, 16) N=28;28;;;;
BHD2058;4.1;;;SPT;4.10m: (8, 15, 18) N=33;33;;;;
BHD2058;5.1;;;SPT;5.10m: (8, 13, 12) N=25;25;;;;
BHD2058;6.75;;;SPT;6.75m: (7, 12, 13) N=25;25;;;;
BHD2058;7.55;;;SPT;7.55m: (9, 11, 15) N=26;26;;;;
BHD2059;1.2;;;SPT;1.20m: (9, 21, 20) N=41;41;;;;
BHD2059;2.2;;;SPT;2.20m: (10, 21, 22) N=43;43;;;;
BHD2059;3.25;;;SPT;3.25m: (7, 13, 20) N=33;33;;;;
BHD2059;4.25;;;SPT;4.25m: (8, 13, 12) N=25;25;;;;
BHD2059;5.25;;;SPT;5.25m: (9, 13, 12) N=25;25;;;;
BHD2059;6.5;;;SPT;6.50m: (5, 8, 10) N=18;18;;;;
BHD2059;8;;;SPT;8.00m: (5, 10, 11) N=21;21;;;;
BHD2059;9.55;;;SPT;9.55m: (7, 8, 9) N=17;17;;;;
BHD2060;1.2;;;SPT;1.20m: (7, 12, 11) N=23;23;;;;
BHD2060;2.7;;;SPT;2.70m: (10, 13, 16) N=29;29;;;;
BHD2060;4.2;;;SPT;4.20m: (25, 20, 14) N=34;34;;;;
BHD2060;5.7;;;SPT;5.70m: (8, 14, 12) N=26;26;;;;
BHD2060;7.2;;;SPT;7.20m: (15, 17, 12) N=29;29;;;;
BHD2060;8.7;;;SPT;8.70m: (24, 20, 15) N=35;35;;;;
BHD2060;10.2;;;SPT;10.20m: (13, 21, 19) N=40;40;;;;
BHD2060;11.7;;;SPT;11.70m: (5, 3, 5) N=8;8;;;;
BHD2060;14.4;;;SPT;14.40m: (8, 34, 14/60) N>50;>50;;;;
BHD2060;16;;;SPT;16.00m: (25, 24, 20) N=44;44;;;;
BHD2060;17.6;;;SPT;17.60m: (25, 24, 13) N=37;37;;;;
BHD2060;19.2;;;SPT;19.20m: (18, 19, 31/80) N>50;>50;;;;
BHD2061;1.2;;;SPT;1.20m: (6, 14, 14) N=28;28;;;;
BHD2061;2.2;;;SPT;2.20m: (9, 12, 13) N=25;25;;;;
BHD2061;3.25;;;SPT;3.25m: (10, 15, 18) N=33;33;;;;
BHD2061;3.9;;;SPT;3.90m: (13, 16, 20) N=36;36;;;;
BHD2061;5;;;SPT;5.00m: (17, 22, 13) N=35;35;;;;
BHD2061;6;;;SPT;6.00m: (13, 30, 20) N=50;50;;;;
BHD2061;7;;;SPT;7.00m: (11, 16, 15) N=31;31;;;;
BHD2061;8.5;;;SPT;8.50m: (9, 18, 17) N=35;35;;;;
BHD2061;10;;;SPT;10.00m: (11, 13, 16) N=29;29;;;;
BHD2061;11.5;;;SPT;11.50m: (18, 21, 25) N=46;46;;;;
BHD2061;12.5;;;SPT;12.50m: (18, 23, 28) N>50;>50;;;;
BHD2061;13.5;;;SPT;13.50m: (13, 21, 29) N=50;50;;;;
BHD2061;14.5;;;SPT;14.50m: (21, 26, 31) N>50;>50;;;;
BHD2061;15.5;;;SPT;15.50m: (8, 7, 10) N=17;17;;;;
BHD2061;16.5;;;SPT;16.50m: (17, 19, 31) N=50;50;;;;
BHD2061;17.5;;;SPT;17.50m: (25, 27, 25/75) N>50;>50;;;;
BHD2062;1.2;;;SPT;1.20m: (6, 10, 11) N=21;21;;;;
BHD2062;2;;;SPT;2.00m: (8, 11, 14) N=25;25;;;;
BHD2062;3;;;SPT;3.00m: (12, 19, 21) N=40;40;;;;
BHD2062;4.2;;;SPT;4.20m: (12, 16, 19) N=35;35;;;;
BHD2062;5.2;;;SPT;5.20m: (11, 16, 17) N=33;33;;;;
BHD2062;6.2;;;SPT;6.20m: (11, 16, 17) N=33;33;;;;
BHD2062;7.3;;;SPT;7.30m: (12, 16, 18) N=34;34;;;;
BHD2062;8.8;;;SPT;8.80m: (24, 20, 19) N=39;39;;;;
BHD2062;10;;;SPT;10.00m: (24, 23, 17) N=40;40;;;;
BHD2062;11.1;;;SPT;11.10m: (8, 16, 27) N=43;43;;;;
BHD2062;12.2;;;SPT;12.20m: (4, 8, 20) N=28;28;;;;
BHD2062;13.2;;;SPT;13.20m: (6, 9, 18) N=27;27;;;;
BHD2062;14.2;;;SPT;14.20m: (7, 14, 21) N=35;35;;;;
BHD2062;15.2;;;SPT;15.20m: (15, 18, 6) N=24;24;;;;
BHD2062;16.2;;;SPT;16.20m: (5, 12, 11) N=23;23;;;;
BHD2062;17.2;;;SPT;17.20m: (6, 10, 7) N=17;17;;;;
BHD2063;1.2;;;SPT;1.20m: (4, 4, 4) N=8;8;;;;
BHD2063;2.7;;;SPT;2.70m: (2, 2, 4) N=6;6;;;;
BHD2063;4.2;;;SPT;4.20m: (3, 7, 9) N=16;16;;;;
BHD2063;5.7;;;SPT;5.70m: (6, 13, 17) N=30;30;;;;
BHD2063;7.2;;;SPT;7.20m: (10, 13, 12) N=25;25;;;;
BHD2063;8.7;;;SPT;8.70m: (4, 11, 13) N=24;24;;;;
BHD2063;10.2;;;SPT;10.20m: (10, 16, 18) N=34;34;;;;
BHD2063;11.7;;;SPT;11.70m: (25, 33, 17/70) N>50;>50;;;;
BHD2063;13.2;;;SPT;13.20m: (25, 34, 16/65) N>50;>50;;;;
BHD2063;14.7;;;SPT;14.70m: (5, 8, 9) N=17;17;;;;
BHD2063;16.2;;;SPT;16.20m: (3, 3, 4) N=7;7;;;;
BHD2063;17.7;;;SPT;17.70m: (6, 8, 10) N=18;18;;;;
BHD2063;19.2;;;SPT;19.20m: (8, 9, 10) N=19;19;;;;
BHD2063;20.7;;;SPT;20.70m: (20, 20, 15) N=35;35;;;;
BHD2063;22.2;;;SPT;22.20m: (16, 9, 29) N=38;38;;;;
BHD2063;23.7;;;SPT;23.70m: (25, 50/140) N>50;>50;;;;
BHD2064;1.2;;;SPT;1.20m: (5, 6, 6) N=12;12;;;;
BHD2064;2;;;SPT;2.00m: (5, 7, 7) N=14;14;;;;
BHD2064;3;;;SPT;3.00m: (7, 9, 9) N=18;18;;;;
BHD2064;4;;;SPT;4.00m: (7, 9, 10) N=19;19;;;;
BHD2064;5;;;SPT;5.00m: (9, 12, 12) N=24;24;;;;
BHD2065;1.2;;;SPT;1.20m: (7, 9, 7) N=16;16;;;;
BHD2065;2;;;SPT;2.00m: (10, 13, 11) N=24;24;;;;
BHD2065;3;;;SPT;3.00m: (8, 12, 11) N=23;23;;;;
BHD2065;4;;;SPT;4.00m: (12, 16, 19) N=35;35;;;;
BHD2065;5;;;SPT;5.00m: (13, 16, 16) N=32;32;;;;
BHD2066;1.2;;;SPT;1.20m: (7, 10, 10) N=20;20;;;;
BHD2066;2.7;;;SPT;2.70m: (11, 12, 11) N=23;23;;;;
BHD2066;4.2;;;SPT;4.20m: (18, 26, 24/145) N>50;>50;;;;
BHD2066;5.7;;;SPT;5.70m: (3, 6, 8) N=14;14;;;;
BHD2066;7.2;;;SPT;7.20m: (2, 3, 2) N=5;5;;;;
BHD2066;8.7;;;SPT;8.70m: (13, 13, 15) N=28;28;;;;
BHD2066;10.2;;;SPT;10.20m: (14, 12, 9) N=21;21;;;;
BHD2066;11.7;;;SPT;11.70m: (4, 5, 6) N=11;11;;;;
BHD2066;13.2;;;SPT;13.20m: (5, 7, 11) N=18;18;;;;
BHD2066;14.7;;;SPT;14.70m: (4, 7, 7) N=14;14;;;;
BHD2066;16.2;;;SPT;16.20m: (4, 6, 8) N=14;14;;;;
BHD2066;17.7;;;SPT;17.70m: (3, 6, 8) N=14;14;;;;
BHD2066;19.2;;;SPT;19.20m: (5, 9, 15) N=24;24;;;;
BHD2066;20.7;;;SPT;20.70m: (6, 10, 9) N=19;19;;;;
BHD2066;22.2;;;SPT;22.20m: (7, 12, 15) N=27;27;;;;
BHD2066;23.7;;;SPT;23.70m: (15, 23, 22) N=45;45;;;;
BHD2066;25.2;;;SPT;25.20m: (13, 22, 22) N=44;44;;;;
BHD2067;1.2;;;SPT;1.20m: (3, 5, 7) N=12;12;;;;
BHD2067;2.7;;;SPT;2.70m: (6, 7, 10) N=17;17;;;;
BHD2067;4.2;;;SPT;4.20m: (7, 10, 12) N=22;22;;;;
BHD2067;5.7;;;SPT;5.70m: (3, 10, 13) N=23;23;;;;
BHD2067;7.2;;;SPT;7.20m: (5, 7, 9) N=16;16;;;;
BHD2067;8.7;;;SPT;8.70m: (6, 7, 10) N=17;17;;;;
BHD2067;10.2;;;SPT;10.20m: (5, 8, 9) N=17;17;;;;
BHD2067;11.7;;;SPT;11.70m: (7, 9, 10) N=19;19;;;;
BHD2067;13.2;;;SPT;13.20m: (4, 8, 11) N=19;19;;;;
BHD2067;14.7;;;SPT;14.70m: (12, 7, 7) N=14;14;;;;
BHD2067;16.2;;;SPT;16.20m: (7, 9, 10) N=19;19;;;;
BHD2067;17.7;;;SPT;17.70m: (5, 9, 22) N=31;31;;;;
BHD2067;19.2;;;SPT;19.20m: (6, 8, 24) N=32;32;;;;
BHD2067;20.7;;;SPT;20.70m: (8, 15, 12) N=27;27;;;;
BHD2067;22.2;;;SPT;22.20m: (8, 16, 16) N=32;32;;;;
BHD2067;23.7;;;SPT;23.70m: (9, 12, 16) N=28;28;;;;
BHD2067;25.2;;;SPT;25.20m: (25, 50/45) N>50;>50;;;;
BHD2068;1.2;;;SPT;1.20m: (3, 3, 5) N=8;8;;;;
BHD2068;2.7;;;SPT;2.70m: (3, 7, 8) N=15;15;;;;
BHD2068;4.2;;;SPT;4.20m: (4, 8, 10) N=18;18;;;;
BHD2068;5.7;;;SPT;5.70m: (2, 6, 9) N=15;15;;;;
BHD2068;7.2;;;SPT;7.20m: (4, 8, 9) N=17;17;;;;
BHD2068;8.7;;;SPT;8.70m: (4, 9, 11) N=20;20;;;;
BHD2068;10.2;;;SPT;10.20m: (3, 5, 12) N=17;17;;;;
BHD2068;11.7;;;SPT;11.70m: (5, 8, 13) N=21;21;;;;
BHD2068;13.2;;;SPT;13.20m: (3, 5, 10) N=15;15;;;;
BHD2068;14.7;;;SPT;14.70m: (3, 5, 10) N=15;15;;;;
BHD2068;17.7;;;SPT;17.70m: (4, 7, 10) N=17;17;;;;
BHD2068;19.2;;;SPT;19.20m: (4, 5, 7) N=12;12;;;;
BHD2068;20.7;;;SPT;20.70m: (7, 12, 18) N=30;30;;;;
BHD2068;22.2;;;SPT;22.20m: (24, 18, 17) N=35;35;;;;
BHD2068;23.7;;;SPT;23.70m: (20, 22, 23) N=45;45;;;;
BHD2068;25.2;;;SPT;25.20m: (25, 50/20) N>50;>50;;;;
BHD2068;26.7;;;SPT;26.70m: (33, 32/120) N>50;>50;;;;
BHD2069;1.2;;;SPT;1.20m: (3, 5, 5) N=10;10;;;;
BHD2069;2.2;;;SPT;2.20m: (12, 16, 13) N=29;29;;;;
BHD2069;3.2;;;SPT;3.20m: (10, 18, 16) N=34;34;;;;
BHD2069;4.2;;;SPT;4.20m: (11, 14, 18) N=32;32;;;;
BHD2069;5.2;;;SPT;5.20m: (8, 11, 16) N=27;27;;;;
BHD2069;6.7;;;SPT;6.70m: (10, 10, 13) N=23;23;;;;
BHD2069;8.2;;;SPT;8.20m: (12, 11, 14) N=25;25;;;;
BHD2069;9.7;;;SPT;9.70m: (3, 8, 12) N=20;20;;;;
BHD2069;11.2;;;SPT;11.20m: (4, 8, 10) N=18;18;;;;
BHD2070;1.2;;;SPT;1.20m: (5, 5, 5) N=10;10;;;;
BHD2070;2.2;;;SPT;2.20m: (7, 12, 14) N=26;26;;;;
BHD2070;3.2;;;SPT;3.20m: (10, 14, 14) N=28;28;;;;
BHD2070;4.2;;;SPT;4.20m: (8, 14, 20) N=34;34;;;;
BHD2070;5.2;;;SPT;5.20m: (8, 15, 19) N=34;34;;;;
BHD2070;6.7;;;SPT;6.70m: (5, 16, 25) N=41;41;;;;
BHD2070;8.2;;;SPT;8.20m: (9, 13, 25) N=38;38;;;;
BHD2070;9.7;;;SPT;9.70m: (13, 19, 28) N=47;47;;;;
BHD2070;11.2;;;SPT;11.20m: (12, 20, 25) N=45;45;;;;
BHD2071;1.2;;;SPT;1.20m: (1, 2, 2) N=4;4;;;;
BHD2071;2;;;SPT;2.00m: (2, 1, 1) N=2;2;;;;
BHD2071;3;;;SPT;3.00m: (1, 1, 1) N=2;2;;;;
BHD2071;4;;;SPT;4.00m: (2, 2, 3) N=5;5;;;;
BHD2072;1.2;;;SPT;1.20m: (4, 7, 9) N=16;16;;;;
BHD2072;2.7;;;SPT;2.70m: (6, 6, 6) N=12;12;;;;
BHD2072;4.2;;;SPT;4.20m: (6, 7, 6) N=13;13;;;;
BHD2072;5.7;;;SPT;5.70m: (5, 9, 10) N=19;19;;;;
BHD2072;7.2;;;SPT;7.20m: (5, 10, 11) N=21;21;;;;
BHD2072;8.7;;;SPT;8.70m: (5, 10, 16) N=26;26;;;;
BHD2072;10.2;;;SPT;10.20m: (10, 15, 18) N=33;33;;;;
BHD2072;11.7;;;SPT;11.70m: (12, 14, 18) N=32;32;;;;
BHD2072;13.2;;;SPT;13.20m: (12, 12, 11) N=23;23;;;;
BHD2072;14.7;;;SPT;14.70m: (16, 22, 20) N=42;42;;;;
BHD2072;16.2;;;SPT;16.20m: (9, 5, 8) N=13;13;;;;
BHD2072;17.7;;;SPT;17.70m: (24, 21, 27) N=48;48;;;;
BHD2150;1.2;;;SPT;1.20m: (7, 9, 9) N=18;18;;;;
BHD2150;2;;;SPT;2.00m: (5, 7, 10) N=17;17;;;;
BHD2150;3;;;SPT;3.00m: (8, 9, 12) N=21;21;;;;
BHD2150;4;;;SPT;4.00m: (8, 11, 12) N=23;23;;;;
BHD2150;5;;;SPT;5.00m: (9, 10, 11) N=21;21;;;;
BHD2150;6;;;SPT;6.00m: (8, 9, 10) N=19;19;;;;
BHD2150;7;;;SPT;7.00m: (7, 9, 11) N=20;20;;;;
BHD2150;8;;;SPT;8.00m: (8, 12, 12) N=24;24;;;;
BHD2150;9;;;SPT;9.00m: (9, 11, 14) N=25;25;;;;
BHD2150;10;;;SPT;10.00m: (7, 9, 10) N=19;19;;;;
BHD2150;11;;;SPT;11.00m: (8, 9, 8) N=17;17;;;;
BHD2151;1.2;;;SPT;1.20m: (5, 6, 6) N=12;12;;;;
BHD2151;2;;;SPT;2.00m: (5, 8, 11) N=19;19;;;;
BHD2151;3;;;SPT;3.00m: (8, 9, 12) N=21;21;;;;
BHD2151;4;;;SPT;4.00m: (8, 11, 13) N=24;24;;;;
BHD2151;5;;;SPT;5.00m: (12, 18, 19) N=37;37;;;;
BHD2151;6;;;SPT;6.00m: (13, 19, 16) N=35;35;;;;
BHD2151;7;;;SPT;7.00m: (10, 14, 11) N=25;25;;;;
BHD2152;1.2;;;SPT;1.20m: (2, 4, 4) N=8;8;;;;
BHD2152;2;;;SPT;2.00m: (3, 5, 5) N=10;10;;;;
BHD2152;3;;;SPT;3.00m: (5, 7, 7) N=14;14;;;;
BHD2152;4;;;SPT;4.00m: (6, 8, 9) N=17;17;;;;
BHD2152;5;;;SPT;5.00m: (6, 9, 8) N=17;17;;;;
BHD2152;6.5;;;SPT;6.50m: (5, 8, 11) N=19;19;;;;
BHD2152;8;;;SPT;8.00m: (7, 9, 14) N=23;23;;;;
BHD2152;9.5;;;SPT;9.50m: (4, 6, 6) N=12;12;;;;
BHD2152;11;;;SPT;11.00m: (4, 5, 5) N=10;10;;;;
BHD2152;12.5;;;SPT;12.50m: (9, 12, 12) N=24;24;;;;
BHD2152;14;;;SPT;14.00m: (7, 9, 12) N=21;21;;;;
BHD2152;15.5;;;SPT;15.50m: (10, 14, 15) N=29;29;;;;
BHD2152;16.5;;;SPT;16.50m: (18, 15, 30) N=45;45;;;;
BHD2153;1.2;;;SPT;1.20m: (5, 6, 5) N=11;11;;;;
BHD2153;2;;;SPT;2.00m: (6, 7, 5) N=12;12;;;;
BHD2153;3;;;SPT;3.00m: (7, 6, 5) N=11;11;;;;
BHD2153;4;;;SPT;4.00m: (7, 6, 7) N=13;13;;;;
BHD2153;5;;;SPT;5.00m: (9, 6, 9) N=15;15;;;;
BHD2153;6;;;SPT;6.00m: (7, 7, 6) N=13;13;;;;
BHD2153;7;;;SPT;7.00m: (6, 5, 6) N=11;11;;;;
BHD2153;8;;;SPT;8.00m: (7, 9, 6) N=15;15;;;;
BHD2153;9;;;SPT;9.00m: (12, 13, 14) N=27;27;;;;
BHD2154;1.2;;;SPT;1.20m: (5, 6, 7) N=13;13;;;;
BHD2154;2;;;SPT;2.00m: (8, 6, 7) N=13;13;;;;
BHD2154;3;;;SPT;3.00m: (7, 7, 5) N=12;12;;;;
BHD2154;4;;;SPT;4.00m: (9, 6, 8) N=14;14;;;;
BHD2154;5;;;SPT;5.00m: (12, 11, 10) N=21;21;;;;
BHD2154;6;;;SPT;6.00m: (7, 9, 7) N=16;16;;;;
BHD2154;7;;;SPT;7.00m: (7, 8, 9) N=17;17;;;;
BHD2154;8;;;SPT;8.00m: (5, 6, 7) N=13;13;;;;
BHD2154;9;;;SPT;9.00m: (8, 6, 7) N=13;13;;;;
BHD2155;1.2;;;SPT;1.20m: (2, 3, 4) N=7;7;;;;
BHD2155;2;;;SPT;2.00m: (3, 5, 6) N=11;11;;;;
BHD2155;3;;;SPT;3.00m: (4, 5, 6) N=11;11;;;;
BHD2155;4;;;SPT;4.00m: (5, 11, 9) N=20;20;;;;
BHD2155;5;;;SPT;5.00m: (5, 20, 35) N>50;>50;;;;
BHD2155;5.6;;;SPT;5.60m: (50/0) N>50;>50;;;;
BHD2156;1.2;;;SPT;1.20m: (1, 1, 1) N=2;2;;;;
BHD2156;2;;;SPT;2.00m: (1, 2, 5) N=7;7;;;;
BHD2156;3;;;SPT;3.00m: (18, 27, 34) N>50;>50;;;;
BHD2156;4;;;SPT;4.00m: (19, 32, 25/75) N>50;>50;;;;
BHD2156;4.8;;;SPT;4.80m: (50/0) N>50;>50;;;;
BHD2157;1.2;;;SPT;1.20m: (1, 1, 0) N=1;1;;;;
BHD2157;2;;;SPT;2.00m: (5, 18, 35) N>50;>50;;;;
BHD2157;3;;;SPT;3.00m: (3, 28, 34) N>50;>50;;;;
BHD2157;4;;;SPT;4.00m: (28, 55/150) N>50;>50;;;;
BHD2157;5.1;;;SPT;5.10m: (40/75) N>50;>50;;;;
BHD2158;1.2;;;SPT;1.20m: (4, 5, 6) N=11;11;;;;
BHD2158;2;;;SPT;2.00m: (5, 6, 6) N=12;12;;;;
BHD2158;3;;;SPT;3.00m: (11, 40/30) N>50;>50;;;;
BHD2159;1.2;;;SPT;1.20m: (8, 6, 7) N=13;13;;;;
BHD2159;2;;;SPT;2.00m: (16, 15, 12) N=27;27;;;;
BHD2159;2.45;;;SPT;2.45m: (25, 50/75) N>50;>50;;;;
BHD2160;1.2;;;SPT;1.20m: (8, 6, 6) N=12;12;;;;
BHD2160;2;;;SPT;2.00m: (6, 9, 12) N=21;21;;;;
BHD2161;1.2;;;SPT;1.20m: (7, 9, 10) N=19;19;;;;
BHD2161;2.2;;;SPT;2.20m: (8, 11, 13) N=24;24;;;;
BHD2161;3.2;;;SPT;3.20m: (10, 7, 6) N=13;13;;;;
BHD2161;4;;;SPT;4.00m: (50/25) N>50;>50;;;;
BHD2162;1.2;;;SPT;1.20m: (6, 9, 9) N=18;18;;;;
BHD2162;2;;;SPT;2.00m: (9, 16, 36) N>50;>50;;;;
BHD2164;1.2;;;SPT;1.20m: (17, 17, 11) N=28;28;;;;
BHD2166;1.2;;;SPT;1.20m: (12, 13, 17) N=30;30;;;;
BHD2166;2;;;SPT;2.00m: (39, 34, 12) N=46;46;;;;
BHD2166;3;;;SPT;3.00m: (9, 13, 11) N=24;24;;;;
BHD2167;1.2;;;SPT;1.20m: (7, 9, 9) N=18;18;;;;
BHD2167;2;;;SPT;2.00m: (8, 24, 38) N>50;>50;;;;
BHD2168;1.2;;;SPT;1.20m: (1, 1, 0) N=1;1;;;;
BHD2168;2;;;SPT;2.00m: (2, 2, 4) N=6;6;;;;
BHD2168;3;;;SPT;3.00m: (2, 4, 5) N=9;9;;;;
BHD2168;4;;;SPT;4.00m: (13, 29, 32) N>50;>50;;;;
BHD2168;5.2;;;SPT;5.20m: (40/75) N>50;>50;;;;
BHD2168;5.5;;;SPT;5.50m: (50/0) N>50;>50;;;;
BHD2250;1.2;;;SPT;1.20m: (5, 5, 7) N=12;12;;;;
BHD2250;3;;;SPT;3.00m: (6, 8, 8) N=16;16;;;;
BHD2250;5;;;SPT;5.00m: (8, 18, 42/75) N>50;>50;;;;
BHD2251;1.2;;;SPT;1.20m: (8, 12, 31) N=43;43;;;;
BHD2251;2;;;SPT;2.00m: (15, 18, 15) N=33;33;;;;
BHD2251;3;;;SPT;3.00m: (25, 50/75) N>50;>50;;;;
BHD2253;2.2;;;SPT;2.20m: (25, 50/145) N>50;>50;;;;
BHD2253;3.2;;;SPT;3.20m: (25, 50/75) N>50;>50;;;;
BHD2255;2.2;;;SPT;2.20m: (8, 8, 34) N=42;42;;;;
BHD2255;3.2;;;SPT;3.20m: (24, 54/150) N>50;>50;;;;
BHD2255;4.3;;;SPT;4.30m: (25, 50/75) N>50;>50;;;;
BHD2255;4.5;;;SPT;4.50m: (25, 50/75) N>50;>50;;;;
BHD2256;1.2;;;SPT;1.20m: (15, 17, 14) N=31;31;;;;
BHD2256;3.2;;;SPT;3.20m: (25, 36, 15/75) N>50;>50;;;;
BHD2256;4;;;SPT;4.00m: (14, 24, 28) N>50;>50;;;;
BHD2256;5.2;;;SPT;5.20m: (8, 21, 21) N=42;42;;;;
BHD2258;1.2;;;SPT;1.20m: (7, 10, 9) N=19;19;;;;
BHD2259;1.2;;;SPT;1.20m: (6, 6, 7) N=13;13;;;;
BHD2259;2.7;;;SPT;2.70m: (10, 7, 8) N=15;15;;;;
BHD2259;4.2;;;SPT;4.20m: (20, 17, 13) N=30;30;;;;
BHD2259;5.7;;;SPT;5.70m: (10, 50/100) N>50;>50;;;;
BHD2260;1.2;;;SPT;1.20m: (4, 6, 5) N=11;11;;;;
BHD2260;2.7;;;SPT;2.70m: (5, 7, 7) N=14;14;;;;
BHD2260;4.2;;;SPT;4.20m: (10, 15, 35/130) N>50;>50;;;;
BHD2260;5.7;;;SPT;5.70m: (21, 44, 6/40) N>50;>50;;;;
BHD2261;1.2;;;SPT;1.20m: (6, 7, 17) N=24;24;;;;
